iter	R2	RMSE
938	0.9747054309	2555.834119
939	0.9747544203	2553.357907
940	0.9747771143	2552.210001
941	0.9747797623	2552.076027
942	0.9748108068	2550.504824
943	0.9748134784	2550.369566
944	0.9748903429	2546.474967
945	0.9748927566	2546.352573
946	0.9749231708	2544.809816
947	0.974976413	2542.106859
948	0.9749784507	2542.003355
949	0.9750349967	2539.129399
950	0.9750896137	2536.350402
951	0.9751242471	2534.586618
952	0.9751505174	2533.247926
953	0.9751512919	2533.208447
954	0.97517009	2532.250078
955	0.9751905026	2531.208988
956	0.9751929639	2531.083426
957	0.97520593	2530.421869
958	0.9752083375	2530.299013
959	0.9752429249	2528.533357
960	0.9753161623	2524.790583
961	0.975423374	2519.301531
962	0.975452216	2517.822831
963	0.9754682225	2517.001819
964	0.9755853263	2510.987108
965	0.975592842	2510.600592
966	0.975642501	2508.045247
967	0.9756990758	2505.130854
968	0.97570925	2504.606381
969	0.9757622432	2501.87284
970	0.9758026019	2499.789016
971	0.9758643522	2496.597323
972	0.9758794887	2495.81434
973	0.9758812428	2495.723584
974	0.9759250393	2493.456601
975	0.9760092643	2489.091169
976	0.976028806	2488.077214
977	0.9761220457	2483.233614
978	0.9761506608	2481.745228
979	0.9762410573	2477.037465
980	0.9762428456	2476.944246
981	0.9762945181	2474.249066
982	0.9763154108	2473.158493
983	0.9763442609	2471.651759
984	0.9763809981	2469.731783
985	0.9764052493	2468.463538
986	0.976408558	2468.290457
987	0.9764125855	2468.079757
988	0.9764968285	2463.668412
989	0.9764993445	2463.53654
990	0.9765383216	2461.492738
991	0.9766141738	2457.510486
992	0.9767007907	2452.955176
993	0.9767348874	2451.159657
994	0.9767552754	2450.085403
995	0.9767785733	2448.857251
996	0.9768000339	2447.725408
997	0.9768092227	2447.240626
998	0.9768598001	2444.570541
999	0.9769210538	2441.332922
1000	0.9770126081	2436.48572
1001	0.9770572671	2434.117817
1002	0.9770626704	2433.831167
1003	0.9770839335	2432.702812
1004	0.9771121113	2431.206718
1005	0.9771470645	2429.349602
1006	0.9771845058	2427.358714
1007	0.9772425252	2424.270383
1008	0.9772528241	2423.721766
1009	0.9772865975	2421.921814
1010	0.9772937723	2421.53926
1011	0.9773723826	2417.343869
1012	0.9774020693	2415.757613
1013	0.9774246379	2414.550999
1014	0.9774687013	2412.193445
1015	0.9774701887	2412.113821
1016	0.9775257689	2409.136692
1017	0.9775931309	2405.523529
1018	0.9776042715	2404.925447
1019	0.9776052585	2404.872451
1020	0.9776276283	2403.671054
1021	0.9776599571	2401.933737
1022	0.9776936667	2400.120873
1023	0.9777174017	2398.843614
1024	0.9777517735	2396.992745
1025	0.977795782	2394.620864
1026	0.9778259818	2392.991855
1027	0.9778549362	2391.428985
1028	0.9778734355	2390.429911
1029	0.9779302168	2387.360776
1030	0.9779610995	2385.689849
1031	0.9780257743	2382.186787
1032	0.9780646458	2380.078855
1033	0.9780848527	2378.982339
1034	0.9781317198	2376.437164
1035	0.9781607962	2374.856764
1036	0.9781981451	2372.825184
1037	0.9782398035	2370.557136
1038	0.9782564318	2369.651217
1039	0.9782746753	2368.656904
1040	0.9783058546	2366.956592
1041	0.9783334166	2365.452528
1042	0.978358912	2364.060387
1043	0.9783950342	2362.086579
1044	0.9784758761	2357.663188
1045	0.9784921716	2356.770546
1046	0.978535396	2354.401146
1047	0.9785442178	2353.917278
1048	0.9785536688	2353.398783
1049	0.9785819834	2351.844731
1050	0.9786651476	2347.274292
1051	0.9787160134	2344.474476
1052	0.9787492384	2342.643862
1053	0.9787878429	2340.515051
1054	0.9788001453	2339.836236
1055	0.9788179941	2338.851039
1056	0.9788478581	2337.201714
1057	0.9788603719	2336.510258
1058	0.9789183216	2333.305543
1059	0.9789255759	2332.904058
1060	0.9789614686	2330.916576
1061	0.9789993786	2328.815553
1062	0.9790240996	2327.444463
1063	0.9790254954	2327.367026
1064	0.9790564535	2325.648807
1065	0.9790578516	2325.571179
1066	0.9791012732	2323.159001
1067	0.9791159643	2322.342305
1068	0.9791312444	2321.492565
1069	0.9791464949	2320.64416
1070	0.9791782783	2318.875006
1071	0.9792198135	2316.561005
1072	0.9792489577	2314.935943
1073	0.9793071158	2311.689681
1074	0.9793248154	2310.700818
1075	0.9793879944	2307.167614
1076	0.9794069097	2306.108746
1077	0.979461815	2303.032416
1078	0.9794941149	2301.220745
1079	0.9795417603	2298.545747
1080	0.9795534501	2297.888961
1081	0.9795739976	2296.734054
1082	0.9795839308	2296.175535
1083	0.9796201424	2294.138288
1084	0.9796612939	2291.820927
1085	0.9797080975	2289.182431
1086	0.9797195084	2288.538691
1087	0.9797636334	2286.04771
1088	0.9797943591	2284.311548
1089	0.9798481164	2281.270812
1090	0.9798643523	2280.351639
1091	0.9798851491	2279.173726
1092	0.9798947865	2278.627659
1093	0.979938693	2276.138228
1094	0.9799557993	2275.167585
1095	0.9799781537	2273.898539
1096	0.9800063786	2272.295207
1097	0.9800135842	2271.885712
1098	0.9800182163	2271.622427
1099	0.9800248701	2271.244175
1100	0.9801018315	2266.864557
1101	0.9801432958	2264.501454
1102	0.9801854413	2262.096994
1103	0.9802167611	2260.308503
1104	0.9802493429	2258.446439
1105	0.9802565996	2258.031504
1106	0.9802845131	2256.434719
1107	0.9802957977	2255.78887
1108	0.9802968179	2255.730473
1109	0.9803206676	2254.364836
1110	0.9803346589	2253.563307
1111	0.9803502009	2252.672603
1112	0.9803806331	2250.927542
1113	0.980421122	2248.6037
1114	0.9804358317	2247.758845
1115	0.9804421497	2247.395876
1116	0.9804902784	2244.628933
1117	0.9805676208	2240.175323
1118	0.9805921517	2238.76091
1119	0.9806092126	2237.776676
1120	0.9806545698	2235.157941
1121	0.9806555271	2235.102633
1122	0.9806606608	2234.806039
1123	0.9807268682	2230.977374
1124	0.9807635808	2228.851512
1125	0.9808017779	2226.637536
1126	0.9808127942	2225.998604
1127	0.980837384	2224.571756
1128	0.9809126577	2220.198229
1129	0.9809341753	2218.946432
1130	0.9809982672	2215.213678
1131	0.9810408624	2212.729419
1132	0.9810991646	2209.324562
1133	0.9811402443	2206.922343
1134	0.9811727364	2205.020455
1135	0.9811963802	2203.635452
1136	0.9812040854	2203.183912
1137	0.9812151376	2202.53607
1138	0.9812283393	2201.761984
1139	0.9812504036	2200.467621
1140	0.9812892162	2198.1889
1141	0.9813004686	2197.527825
1142	0.9813402202	2195.190821
1143	0.981372747	2193.276708
1144	0.9813991118	2191.72399
1145	0.9814138319	2190.85659
1146	0.981432658	2189.746742
1147	0.9814834569	2186.749199
1148	0.9814967535	2185.96391
1149	0.9815582205	2182.330052
1150	0.9815807731	2180.99525
1151	0.9816106249	2179.227174
1152	0.9816172884	2178.832313
1153	0.9816404994	2177.456321
1154	0.9816584476	2176.391728
1155	0.9817397061	2171.565342
1156	0.9817495111	2170.982245
1157	0.9817591158	2170.410911
1158	0.9817698831	2169.770233
1159	0.9817702733	2169.747016
1160	0.9817759874	2169.406935
1161	0.9817904324	2168.54699
1162	0.9818200634	2166.781916
1163	0.9818465834	2165.200943
1164	0.9818763452	2163.425336
1165	0.9819250197	2160.518239
1166	0.9819573295	2158.586365
1167	0.9819683854	2157.924911
1168	0.9819798861	2157.236629
1169	0.9820363556	2153.85392
1170	0.982046376	2153.253114
1171	0.9820631368	2152.247781
1172	0.9820727527	2151.670798
1173	0.9821001311	2150.02716
1174	0.9821059757	2149.676119
1175	0.9821128335	2149.264154
1176	0.9821293815	2148.269746
1177	0.9821664049	2146.043258
1178	0.9821933579	2144.420921
1179	0.9822628577	2140.231961
1180	0.9822859998	2138.835297
1181	0.9822913712	2138.510998
1182	0.9823060481	2137.624617
1183	0.9823431762	2135.380693
1184	0.9823439791	2135.332145
1185	0.9823594069	2134.399015
1186	0.9823805709	2133.118274
1187	0.9824014429	2131.854452
1188	0.9824042879	2131.68213
1189	0.9824168597	2130.92047
1190	0.9824173362	2130.891598
1191	0.9824191352	2130.782582
1192	0.9824334303	2129.916128
1193	0.9824669268	2127.884465
1194	0.9824708334	2127.64739
1195	0.9825095402	2125.297022
1196	0.9825431922	2123.251483
1197	0.9825589584	2122.292453
1198	0.9825708132	2121.571063
1199	0.9825810838	2120.945871
1200	0.9826068543	2119.376373
1201	0.9826552338	2116.426768
1202	0.9826674517	2115.681213
1203	0.9826738477	2115.290818
1204	0.9827429994	2111.065353
1205	0.9827539761	2110.393851
1206	0.9827619375	2109.906673
1207	0.982819773	2106.364222
1208	0.9828773943	2102.828952
1209	0.9829423756	2098.834984
1210	0.9829769249	2096.708368
1211	0.9830216824	2093.95019
1212	0.9830356005	2093.091754
1213	0.9830843548	2090.081897
1214	0.9831004059	2089.090035
1215	0.9831032081	2088.916828
1216	0.9831292995	2087.303388
1217	0.9831574843	2085.559096
1218	0.983166704	2084.988199
1219	0.9831758241	2084.42331
1220	0.9831779741	2084.290114
1221	0.9831952815	2083.217625
1222	0.9832080407	2082.426623
1223	0.9832347938	2080.767092
1224	0.9832417628	2080.334575
1225	0.9832438317	2080.206157
1226	0.9832716757	2078.47708
1227	0.9832785369	2078.05079
1228	0.9832837386	2077.727548
1229	0.9833064971	2076.312695
1230	0.9833304099	2074.82504
1231	0.9833565116	2073.199995
1232	0.9833849883	2071.425631
1233	0.9833987557	2070.567249
1234	0.983412256	2069.725176
1235	0.9834350497	2068.302652
1236	0.9834686505	2066.203885
1237	0.9834770932	2065.676203
1238	0.9834991172	2064.299036
1239	0.9835109876	2063.5564
1240	0.9835198195	2063.00368
1241	0.9835621078	2060.355138
1242	0.983588717	2058.686837
1243	0.9836180278	2056.847592
1244	0.9836299946	2056.09621
1245	0.9836393362	2055.509461
1246	0.9836537906	2054.601257
1247	0.9836903273	2052.303774
1248	0.9837530534	2048.353445
1249	0.9837604162	2047.889257
1250	0.9837978171	2045.529685
1251	0.9838011331	2045.320349
1252	0.983803793	2045.152417
1253	0.9838178291	2044.26603
1254	0.9838447784	2042.563091
1255	0.9838478117	2042.371327
1256	0.9838887404	2039.782065
1257	0.9839184682	2037.899335
1258	0.9839562154	2035.506208
1259	0.983991138	2033.289652
1260	0.9840292529	2030.867718
1261	0.9840354635	2030.472806
1262	0.9840520421	2029.418247
1263	0.9840772499	2027.813732
1264	0.9841135917	2025.498286
1265	0.9841353192	2024.1127
1266	0.9841703945	2021.873901
1267	0.9842072242	2019.52045
1268	0.9842304514	2018.034799
1269	0.9842330681	2017.867367
1270	0.9842451692	2017.092859
1271	0.9842511087	2016.712606
1272	0.9843024846	2013.420466
1273	0.9843339807	2011.399555
1274	0.9843372596	2011.189051
1275	0.9843460555	2010.624248
1276	0.9843766121	2008.660911
1277	0.9843928778	2007.615018
1278	0.9844179924	2005.999066
1279	0.9844263594	2005.460416
1280	0.9844411228	2004.509629
1281	0.9844570518	2003.483273
1282	0.9844685789	2002.740215
1283	0.9844822463	2001.85883
1284	0.9844989522	2000.78097
1285	0.9845702398	1996.174987
1286	0.9845817092	1995.43294
1287	0.9845980848	1994.372992
1288	0.9846143806	1993.31765
1289	0.9846181115	1993.075954
1290	0.9846345728	1992.009203
1291	0.9846404637	1991.627307
1292	0.9846555211	1990.650848
1293	0.984702753	1987.584769
1294	0.9847198592	1986.473147
1295	0.9847408918	1985.105522
1296	0.9847472738	1984.690351
1297	0.984769088	1983.270603
1298	0.9847990871	1981.316495
1299	0.9848416209	1978.542585
1300	0.9848734347	1976.465254
1301	0.9848895559	1975.411757
1302	0.9849160321	1973.680364
1303	0.9849437619	1971.865357
1304	0.9849456623	1971.740909
1305	0.9849688804	1970.219828
1306	0.9850078251	1967.665817
1307	0.9850188538	1966.941947
1308	0.9850284904	1966.309226
1309	0.9850605611	1964.202069
1310	0.9851042932	1961.325062
1311	0.9851098447	1960.959544
1312	0.9851473586	1958.487788
1313	0.9851664007	1957.231931
1314	0.9852340537	1952.763565
1315	0.9852727536	1950.202894
1316	0.9852947863	1948.743549
1317	0.9853142184	1947.455548
1318	0.9853233994	1946.846712
1319	0.9853324664	1946.245252
1320	0.9853408992	1945.685695
1321	0.9853707471	1943.70385
1322	0.9853826683	1942.911739
1323	0.9854086546	1941.183938
1324	0.9854150518	1940.75836
1325	0.9854211407	1940.353209
1326	0.9854409649	1939.03352
1327	0.9854624729	1937.600731
1328	0.9854739137	1936.838147
1329	0.985520624	1933.721578
1330	0.9855254227	1933.40112
1331	0.9855377473	1932.57783
1332	0.9855603632	1931.066171
1333	0.9855809605	1929.688401
1334	0.9856052062	1928.065327
1335	0.9856377308	1925.885889
1336	0.9856695943	1923.748361
1337	0.9856859354	1922.651214
1338	0.9856969636	1921.910423
1339	0.9857149348	1920.702645
1340	0.9857624116	1917.508233
1341	0.9857843593	1916.029713
1342	0.9858128158	1914.111021
1343	0.9858568412	1911.138801
1344	0.9858632905	1910.703007
1345	0.985895393	1908.532302
1346	0.9859181476	1906.99219
1347	0.9859631642	1903.941634
1348	0.9859917467	1902.002195
1349	0.9860199327	1900.087724
1350	0.9860385718	1898.82064
1351	0.9860610969	1897.288259
1352	0.9860885647	1895.417958
1353	0.9861101642	1893.945933
1354	0.9861203158	1893.253692
1355	0.9861432827	1891.686648
1356	0.9861861533	1888.758083
1357	0.9862062076	1887.386583
1358	0.9862080078	1887.263419
1359	0.9862232653	1886.219229
1360	0.9862280348	1885.892695
1361	0.9862482511	1884.508012
1362	0.9862736502	1882.766885
1363	0.9863036959	1880.705156
1364	0.9863219598	1879.450786
1365	0.9863341593	1878.612458
1366	0.98637153	1876.042065
1367	0.9863960817	1874.351455
1368	0.9864099178	1873.398046
1369	0.9864291041	1872.075156
1370	0.986475983	1868.838936
1371	0.9864835951	1868.312921
1372	0.9865154717	1866.108535
1373	0.9865491171	1863.779011
1374	0.9865606179	1862.982054
1375	0.9865986351	1860.345192
1376	0.9866331975	1857.94471
1377	0.9866707558	1855.332629
1378	0.9867138073	1852.333981
1379	0.986717458	1852.079475
1380	0.9867426432	1850.322767
1381	0.9867489573	1849.882085
1382	0.9867721781	1848.260532
1383	0.9867994537	1846.354002
1384	0.9868455872	1843.124844
1385	0.9868727102	1841.223699
1386	0.9869265991	1837.440608
1387	0.9869326588	1837.014716
1388	0.9869579711	1835.23465
1389	0.9869665939	1834.62786
1390	0.9869840965	1833.395582
1391	0.987000585	1832.233946
1392	0.9870457171	1829.050552
1393	0.9870533606	1828.510869
1394	0.9870807543	1826.575381
1395	0.9870938434	1825.649852
1396	0.9871384292	1822.493661
1397	0.9871622019	1820.808582
1398	0.9871955484	1818.442246
1399	0.9872078564	1817.568063
1400	0.9872479286	1814.719009
1401	0.9872557905	1814.159514
1402	0.9872756019	1812.748874
1403	0.9872770066	1812.648817
1404	0.9872935497	1811.469983
1405	0.9873262573	1809.137035
1406	0.9873535271	1807.189643
1407	0.9873619383	1806.588564
1408	0.9873689006	1806.090868
1409	0.9873894534	1804.620872
1410	0.9874025401	1803.684249
1411	0.9874226411	1802.244664
1412	0.9874519738	1800.141853
1413	0.9874667994	1799.078096
1414	0.9875145654	1795.64654
1415	0.9875259089	1794.830644
1416	0.9875546658	1792.760616
1417	0.9875866635	1790.454485
1418	0.9876073024	1788.96542
1419	0.9876166496	1788.290629
1420	0.9876340323	1787.035062
1421	0.9876528188	1785.677112
1422	0.9876875968	1783.160499
1423	0.9877152256	1781.158686
1424	0.98774284	1779.155664
1425	0.9877587815	1777.998317
1426	0.9877678336	1777.340804
1427	0.9877698744	1777.19253
1428	0.9877858643	1776.030385
1429	0.9877956509	1775.318717
1430	0.9878177166	1773.713086
1431	0.9878516151	1771.243592
1432	0.9878564577	1770.890528
1433	0.9878756932	1769.487418
1434	0.9879210739	1766.172762
1435	0.9879589071	1763.404616
1436	0.9879699497	1762.595842
1437	0.98798902	1761.198242
1438	0.9880228647	1758.715125
1439	0.9880454916	1757.053078
1440	0.9880516233	1756.60241
1441	0.9880925642	1753.590342
1442	0.9881183638	1751.68958
1443	0.9881348961	1750.470491
1444	0.9881518321	1749.220749
1445	0.9881715587	1747.763959
1446	0.9881938235	1746.118268
1447	0.988213906	1744.632549
1448	0.9882244852	1743.849381
1449	0.9882368834	1742.93111
1450	0.9882395354	1742.734626
1451	0.988251633	1741.838049
1452	0.9882648301	1740.859455
1453	0.9882867054	1739.236151
1454	0.9883007999	1738.189429
1455	0.9883057992	1737.818007
1456	0.9883144458	1737.175429
1457	0.9883337819	1735.737576
1458	0.9883620116	1733.636254
1459	0.9883950161	1731.176275
1460	0.9884073182	1730.258448
1461	0.988428069	1728.709177
1462	0.9884714002	1725.469561
1463	0.9884924243	1723.895518
1464	0.988520984	1721.754995
1465	0.9885283972	1721.198942
1466	0.9885398167	1720.342044
1467	0.9885550448	1719.198681
1468	0.9885590118	1718.900707
1469	0.9885627398	1718.62063
1470	0.9885868147	1716.810873
1471	0.9885943923	1716.240853
1472	0.9885980641	1715.964577
1473	0.9886135608	1714.798073
1474	0.9886317079	1713.431046
1475	0.9886428124	1712.594011
1476	0.9886473621	1712.25094
1477	0.9886530719	1711.820302
1478	0.9886648524	1710.931456
1479	0.9886698989	1710.550553
1480	0.9886982812	1708.406712
1481	0.988725612	1706.339755
1482	0.9887397347	1705.270708
1483	0.9887612383	1703.641664
1484	0.9887747728	1702.615528
1485	0.9887983471	1700.826746
1486	0.9888025702	1700.506106
1487	0.9888284581	1698.539224
1488	0.9888489473	1696.980903
1489	0.9888857011	1694.181977
1490	0.9889127506	1692.119106
1491	0.9889447602	1689.674712
1492	0.9889622959	1688.334107
1493	0.9889730642	1687.510346
1494	0.9889756908	1687.30935
1495	0.9889908642	1686.147783
1496	0.9890180738	1684.062791
1497	0.9890279456	1683.305709
1498	0.9890524539	1681.424658
1499	0.9890792221	1679.367749
1500	0.989087228	1678.75207
1501	0.9890928929	1678.316288
1502	0.9891137155	1676.713499
1503	0.9891319708	1675.307063
1504	0.9891360537	1674.992344
1505	0.9891683267	1672.502585
1506	0.9891937315	1670.540072
1507	0.9891975695	1670.243387
1508	0.9892038102	1669.760859
1509	0.9892175267	1668.699811
1510	0.9892306628	1667.683028
1511	0.9892466923	1666.441437
1512	0.9892632637	1665.156913
1513	0.9892746968	1664.270096
1514	0.9893021473	1662.138955
1515	0.9893089603	1661.609597
1516	0.9893345729	1659.618036
1517	0.9893490344	1658.492501
1518	0.9893527712	1658.201543
1519	0.9893607661	1657.578856
1520	0.9893856192	1655.641687
1521	0.9894079809	1653.896767
1522	0.9894411364	1651.306197
1523	0.989451126	1650.524871
1524	0.9894578833	1649.996145
1525	0.9894682442	1649.185131
1526	0.9894927935	1647.261906
1527	0.9895011893	1646.60365
1528	0.9895240783	1644.807743
1529	0.9895505271	1642.730088
1530	0.9895736596	1640.910791
1531	0.9895803498	1640.384245
1532	0.9895921381	1639.456058
1533	0.9896008774	1638.767602
1534	0.9896130464	1637.808485
1535	0.9896235977	1636.976407
1536	0.9896342297	1636.137546
1537	0.9896397155	1635.704546
1538	0.9896521779	1634.720453
1539	0.9896603099	1634.077995
1540	0.9896829555	1632.287563
1541	0.989692315	1631.547005
1542	0.9896971202	1631.166662
1543	0.9897142899	1629.806933
1544	0.9897264654	1628.842017
1545	0.9897301799	1628.547529
1546	0.9897390368	1627.845136
1547	0.9897608465	1626.114221
1548	0.9897627834	1625.960406
1549	0.9897857887	1624.13243
1550	0.989804498	1622.644294
1551	0.9898303387	1620.586677
1552	0.9898447006	1619.441952
1553	0.98986429	1617.879264
1554	0.9898941206	1615.496705
1555	0.9898960795	1615.340124
1556	0.989898661	1615.133755
1557	0.9899006417	1614.975399
1558	0.9899027691	1614.805292
1559	0.989907852	1614.398801
1560	0.9899160566	1613.742436
1561	0.9899382105	1611.968807
1562	0.9899581755	1610.368748
1563	0.9899667068	1609.684536
1564	0.9899908196	1607.749111
1565	0.9900036219	1606.720584
1566	0.9900119562	1606.050661
1567	0.9900209193	1605.329874
1568	0.9900360589	1604.111662
1569	0.9900392199	1603.857194
1570	0.9900637228	1601.883287
1571	0.9900695114	1601.416612
1572	0.9900788118	1600.666528
1573	0.990090012	1599.762767
1574	0.9901076549	1598.33809
1575	0.9901164967	1597.62363
1576	0.9901205572	1597.295417
1577	0.9901246966	1596.960758
1578	0.9901326791	1596.315189
1579	0.9901402481	1595.702824
1580	0.9901539329	1594.595063
1581	0.9901763388	1592.77969
1582	0.9901843202	1592.132515
1583	0.9902011576	1590.766395
1584	0.9902071378	1590.280898
1585	0.9902110923	1589.959778
1586	0.9902243261	1588.884666
1587	0.9902301897	1588.408075
1588	0.990248685	1586.90385
1589	0.9902615746	1585.854694
1590	0.9902815191	1584.22993
1591	0.9902862303	1583.845888
1592	0.9903034229	1582.443629
1593	0.9903273068	1580.493543
1594	0.9903475422	1578.839479
1595	0.9903507166	1578.579834
1596	0.9903531365	1578.381884
1597	0.9903620585	1577.651826
1598	0.9903831889	1575.92144
1599	0.9904015183	1574.418889
1600	0.9904048476	1574.145816
1601	0.9904194396	1572.948408
1602	0.9904358187	1571.603262
1603	0.9904439358	1570.936206
1604	0.9904553355	1569.998924
1605	0.990456535	1569.900266
1606	0.9904622971	1569.42626
1607	0.9904762928	1568.274345
1608	0.9904799745	1567.971178
1609	0.9904844935	1567.59899
1610	0.9904995107	1566.361529
1611	0.9905001606	1566.30795
1612	0.9905432184	1562.75429
1613	0.9905688947	1560.631319
1614	0.9905751365	1560.114792
1615	0.9906017031	1557.914433
1616	0.9906379561	1554.906783
1617	0.9906455766	1554.273823
1618	0.9906470716	1554.149616
1619	0.9906643546	1552.713017
1620	0.9906984062	1549.878685
1621	0.9907057296	1549.268436
1622	0.9907232078	1547.811017
1623	0.9907418989	1546.250955
1624	0.9907534257	1545.288075
1625	0.9907657363	1544.259055
1626	0.9907942178	1541.875713
1627	0.9907996602	1541.419877
1628	0.9908164576	1540.012116
1629	0.9908286416	1538.990195
1630	0.9908434269	1537.749178
1631	0.9908629052	1536.112723
1632	0.9908641605	1536.007202
1633	0.9908756624	1535.03999
1634	0.9908860587	1534.165224
1635	0.9908906045	1533.782579
1636	0.9909054385	1532.533239
1637	0.9909151732	1531.712816
1638	0.9909326624	1530.237755
1639	0.9909492606	1528.836527
1640	0.9909669919	1527.338225
1641	0.9909741419	1526.733626
1642	0.9909834833	1525.943367
1643	0.9909922368	1525.202476
1644	0.9910160081	1523.188655
1645	0.9910352461	1521.556934
1646	0.9910462531	1520.622556
1647	0.9910674489	1518.821638
1648	0.9910757443	1518.116226
1649	0.9911010551	1515.961874
1650	0.9911018483	1515.89431
1651	0.9911135687	1514.895639
1652	0.9911169769	1514.605101
1653	0.9911302539	1513.472776
1654	0.9911392125	1512.708274
1655	0.9911433192	1512.357684
1656	0.9911525447	1511.569809
1657	0.9911660632	1510.41456
1658	0.9911858641	1508.720849
1659	0.9912043135	1507.141027
1660	0.9912200068	1505.795901
1661	0.9912219029	1505.633296
1662	0.9912293695	1504.992818
1663	0.9912299675	1504.941516
1664	0.9912336639	1504.624324
1665	0.9912467636	1503.499709
1666	0.9912696144	1501.53595
1667	0.9912739918	1501.159461
1668	0.9912827875	1500.402697
1669	0.9912832599	1500.362045
1670	0.9912866859	1500.067171
1671	0.9912896282	1499.813877
1672	0.991292454	1499.570573
1673	0.9913002849	1498.896122
1674	0.9913022049	1498.730709
1675	0.9913151809	1497.612332
1676	0.9913164184	1497.505639
1677	0.9913187707	1497.30279
1678	0.9913192009	1497.26569
1679	0.9913263656	1496.647675
1680	0.9913339997	1495.988901
1681	0.9913363134	1495.789179
1682	0.991350815	1494.5368
1683	0.991381275	1491.902814
1684	0.991409377	1489.468594
1685	0.9914127781	1489.173722
1686	0.9914137314	1489.091057
1687	0.9914272016	1487.92255
1688	0.9914557716	1485.441131
1689	0.991469714	1484.228672
1690	0.9914823035	1483.133008
1691	0.9914867608	1482.744901
1692	0.9915032399	1481.309125
1693	0.9915169616	1480.112533
1694	0.9915291902	1479.045335
1695	0.9915370199	1478.36162
1696	0.9915446412	1477.695804
1697	0.9915696914	1475.505241
1698	0.9915771441	1474.852898
1699	0.9915944689	1473.335317
1700	0.9916110939	1471.877574
1701	0.9916189671	1471.186706
1702	0.9916246118	1470.691201
1703	0.9916332462	1469.932916
1704	0.9916411734	1469.236394
1705	0.9916445144	1468.942743
1706	0.9916585183	1467.711247
1707	0.9916823609	1465.612148
1708	0.9917001464	1464.044365
1709	0.9917222938	1462.089721
1710	0.9917299253	1461.415591
1711	0.9917448219	1460.098803
1712	0.9917597227	1458.780451
1713	0.9917696411	1457.902258
1714	0.9917794206	1457.035839
1715	0.9917915915	1455.956841
1716	0.9918036687	1454.885357
1717	0.9918126527	1454.08779
1718	0.9918486066	1450.891538
1719	0.9918654469	1449.39203
1720	0.9918756867	1448.479493
1721	0.9918896427	1447.234859
1722	0.9918995535	1446.350335
1723	0.9919130016	1445.149244
1724	0.9919318295	1443.465988
1725	0.9919386518	1442.855573
1726	0.9919437579	1442.398544
1727	0.9919512045	1441.731762
1728	0.9919771227	1439.408606
1729	0.9919820306	1438.968273
1730	0.9919895729	1438.291309
1731	0.9919906677	1438.193017
1732	0.9919911282	1438.151676
1733	0.991997166	1437.609472
1734	0.9919994299	1437.406114
1735	0.9920077365	1436.659728
1736	0.9920081873	1436.619208
1737	0.9920178059	1435.754422
1738	0.9920300443	1434.653338
1739	0.9920311298	1434.55564
1740	0.9920395762	1433.795176
1741	0.9920459565	1433.220467
1742	0.9920583754	1432.101162
1743	0.9920664098	1431.376564
1744	0.9920734342	1430.742755
1745	0.9920836167	1429.823486
1746	0.9920917657	1429.087377
1747	0.9920974112	1428.577196
1748	0.9921134075	1427.130607
1749	0.9921205133	1426.487544
1750	0.9921457077	1424.205148
1751	0.9921602365	1422.887297
1752	0.992174694	1421.574698
1753	0.9921871005	1420.447343
1754	0.992192848	1419.924777
1755	0.9922030177	1418.999675
1756	0.9922285796	1416.671713
1757	0.992236118	1415.984445
1758	0.9922447573	1415.196409
1759	0.9922603434	1413.773592
1760	0.9922750948	1412.425667
1761	0.9922788304	1412.084111
1762	0.9922909522	1410.975231
1763	0.9923212988	1408.195349
1764	0.9923219616	1408.134566
1765	0.992333015	1407.120621
1766	0.9923570423	1404.914024
1767	0.9923642128	1404.254838
1768	0.9923835906	1402.471878
1769	0.9923907357	1401.813881
1770	0.9924001822	1400.943466
1771	0.99241253	1399.804915
1772	0.9924153039	1399.549011
1773	0.9924211133	1399.012925
1774	0.9924337745	1397.843849
1775	0.9924417058	1397.111014
1776	0.9924542544	1395.950759
1777	0.9924669872	1394.772493
1778	0.9924692138	1394.566347
1779	0.9924807802	1393.494985
1780	0.9924919181	1392.462544
1781	0.9924995229	1391.757159
1782	0.9925044121	1391.303484
1783	0.992511253	1390.66844
1784	0.9925275185	1389.157365
1785	0.992550796	1386.991998
1786	0.9925698117	1385.22057
1787	0.9925930135	1383.056104
1788	0.9926071601	1381.734725
1789	0.9926137619	1381.117636
1790	0.9926193224	1380.597676
1791	0.9926282567	1379.761822
1792	0.9926314167	1379.466056
1793	0.9926380552	1378.84452
1794	0.9926510192	1377.62995
1795	0.992671497	1375.709241
1796	0.9926827458	1374.653026
1797	0.9926943216	1373.565252
1798	0.9927010838	1372.929412
1799	0.9927094184	1372.14532
1800	0.9927136978	1371.742553
1801	0.9927231065	1370.856606
1802	0.992726438	1370.54277
1803	0.9927323314	1369.987413
1804	0.9927405499	1369.21259
1805	0.992752249	1368.108855
1806	0.9927537345	1367.96864
1807	0.992754849	1367.863434
1808	0.9927768886	1365.781347
1809	0.9927822691	1365.272568
1810	0.9927920208	1364.349961
1811	0.9928118538	1362.471639
1812	0.9928357945	1360.200836
1813	0.9928466392	1359.170957
1814	0.992863137	1357.60272
1815	0.9928705943	1356.893258
1816	0.9928722702	1356.733772
1817	0.9928768373	1356.299037
1818	0.9928790058	1356.092574
1819	0.992897957	1354.28687
