iter	R2	RMSE
241	0.9080239145	4873.674065
242	0.9082942084	4866.507561
243	0.9084795207	4861.588134
244	0.9088397644	4852.010588
245	0.9090692632	4845.899194
246	0.9092849209	4840.149346
247	0.9095777547	4832.330883
248	0.9098133108	4826.032502
249	0.910044724	4819.836884
250	0.9103906532	4810.560449
251	0.9106983749	4802.293528
252	0.9109992713	4794.196181
253	0.9110355591	4793.218726
254	0.9113074755	4785.887975
255	0.9115225328	4780.082162
256	0.9117791859	4773.144159
257	0.9119205415	4769.318637
258	0.9120770457	4765.079566
259	0.9121601632	4762.82671
260	0.9122075085	4761.542967
261	0.9124565169	4754.78552
262	0.9127067101	4747.986234
263	0.9127989814	4745.476199
264	0.9129584522	4741.135014
265	0.9131098532	4737.009829
266	0.9134646313	4727.32918
267	0.9134990907	4726.387848
268	0.9138680641	4716.296769
269	0.9139939573	4712.848762
270	0.914196852	4707.286497
271	0.9145389227	4697.893876
272	0.9146181815	4695.714899
273	0.9147477155	4692.151578
274	0.9150106715	4684.909646
275	0.9151909674	4679.937738
276	0.9153405061	4675.809989
277	0.9156634493	4666.883265
278	0.9157477387	4664.550544
279	0.9157866954	4663.47202
280	0.9160277678	4656.792315
281	0.9163054288	4649.086908
282	0.9163652008	4647.426498
283	0.9164786328	4644.273828
284	0.9166622839	4639.164984
285	0.9169618565	4630.819315
286	0.9172337944	4623.230465
287	0.9173832813	4619.053491
288	0.9175758974	4613.665821
289	0.917845033	4606.127265
290	0.9179299986	4603.744796
291	0.9182725386	4594.127301
292	0.9183557076	4591.789126
293	0.9184911805	4587.977951
294	0.9187257734	4581.370797
295	0.9188046837	4579.146198
296	0.9188980475	4576.512737
297	0.9190843484	4571.253315
298	0.9191947937	4568.1325
299	0.919316183	4564.69998
300	0.9193899455	4562.61294
301	0.9199169125	4547.675047
302	0.9200528756	4543.812942
303	0.920179114	4540.224131
304	0.9204679198	4532.003029
305	0.920600381	4528.227414
306	0.9207200836	4524.812757
307	0.9207992458	4522.553147
308	0.9208749186	4520.392081
309	0.9210403252	4515.664795
310	0.9210798287	4514.53506
311	0.9212321684	4510.175749
312	0.9213848254	4505.803127
313	0.9216706759	4497.603955
314	0.9218720984	4491.817475
315	0.9219649905	4489.146354
316	0.9221392202	4484.132067
317	0.9222533388	4480.844721
318	0.9224279557	4475.809966
319	0.922449071	4475.20076
320	0.922597314	4470.921414
321	0.9227497684	4466.516221
322	0.9228381798	4463.959567
323	0.9229241099	4461.473267
324	0.9230204535	4458.68401
325	0.9230957114	4456.503993
326	0.9233043003	4450.456161
327	0.9233697686	4448.556275
328	0.9235989145	4441.90008
329	0.9238068514	4435.851318
330	0.9241181508	4426.780349
331	0.9243853483	4418.979619
332	0.9244230332	4417.878314
333	0.9245799817	4413.288688
334	0.9247196708	4409.199762
335	0.9248073554	4406.631152
336	0.9250222794	4400.328883
337	0.9251419868	4396.814757
338	0.9252609891	4393.318545
339	0.9255367694	4385.205576
340	0.9258483737	4376.020629
341	0.925920102	4373.903614
342	0.925976226	4372.246434
343	0.9260580719	4369.828633
344	0.9261931365	4365.835777
345	0.9262570478	4363.94512
346	0.9267184041	4350.27268
347	0.9269084985	4344.626654
348	0.9271980332	4336.013011
349	0.9273450945	4331.631383
350	0.9273587808	4331.223382
351	0.9275722389	4324.854994
352	0.9280612398	4310.230492
353	0.9281740632	4306.849244
354	0.9283480359	4301.630178
355	0.9285133005	4296.666479
356	0.9286729438	4291.866163
357	0.9288608647	4286.208682
358	0.9290286541	4281.15095
359	0.9292302463	4275.066379
360	0.9293707488	4270.820527
361	0.9295878754	4264.250851
362	0.9297066408	4260.65304
363	0.9297452889	4259.481599
364	0.9297842931	4258.29904
365	0.9298213401	4257.175519
366	0.9299586806	4253.007805
367	0.9301253986	4247.943114
368	0.9302211459	4245.031695
369	0.9304183481	4239.029001
370	0.9306126843	4233.105222
371	0.9307633892	4228.505704
372	0.931063898	4219.319199
373	0.9312063754	4214.956691
374	0.9313968751	4209.116728
375	0.9316153149	4202.410242
376	0.9318209405	4196.08738
377	0.9318643675	4194.750809
378	0.9320310337	4189.617289
379	0.932097447	4187.569927
380	0.9321441736	4186.128857
381	0.9323610544	4179.433649
382	0.9324525174	4176.606929
383	0.9325315868	4174.161697
384	0.9326004567	4172.030717
385	0.9326314069	4171.072699
386	0.9328116028	4165.49062
387	0.932980256	4160.259327
388	0.9332029821	4153.340697
389	0.9334211837	4146.551421
390	0.9335545744	4142.39553
391	0.9336687101	4138.836227
392	0.9337647463	4135.838985
393	0.9337963053	4134.853568
394	0.9338986161	4131.657344
395	0.9340467285	4127.025875
396	0.934200624	4122.20806
397	0.9344531654	4114.28983
398	0.9345054845	4112.647502
399	0.9346551163	4107.946844
400	0.9348061278	4103.197382
401	0.934858073	4101.562381
402	0.9349324175	4099.221221
403	0.9351096017	4093.636161
404	0.9351286689	4093.034686
405	0.9352805585	4088.240167
406	0.9356310522	4077.15503
407	0.9357480885	4073.446783
408	0.9357651713	4072.905238
409	0.9358605007	4069.881865
410	0.9359099675	4068.312138
411	0.9359212182	4067.955037
412	0.9360718195	4063.171863
413	0.9361574012	4060.451234
414	0.936228105	4058.202197
415	0.9364257019	4051.910161
416	0.9365704746	4047.293983
417	0.9365865724	4046.780368
418	0.9366364772	4045.187699
419	0.936770182	4040.917524
420	0.9368420479	4038.620451
421	0.9369068278	4036.548754
422	0.9371154689	4029.869048
423	0.9371414765	4029.035632
424	0.9373322542	4022.916858
425	0.9374718987	4018.432163
426	0.9375124349	4017.129402
427	0.9376852527	4011.570599
428	0.9377964433	4007.990002
429	0.9379754027	4002.220363
430	0.9379797201	4002.081067
431	0.9381068216	3997.978124
432	0.9383459302	3990.248062
433	0.9384122751	3988.100564
434	0.9385658768	3983.124239
435	0.9387021736	3978.703334
436	0.9387175443	3978.204466
437	0.9388725578	3973.16986
438	0.9390552363	3967.228536
439	0.9391912972	3962.797587
440	0.9393282935	3958.331164
441	0.939502491	3952.6446
442	0.9395603607	3950.753671
443	0.9397435178	3944.76292
444	0.9398425469	3941.520059
445	0.939931125	3938.617168
446	0.9400331501	3935.270938
447	0.9400828984	3933.638257
448	0.9402397907	3928.484785
449	0.9404255069	3922.375779
450	0.9405612661	3917.904045
451	0.9407015105	3913.279213
452	0.940743246	3911.901845
453	0.9407569785	3911.448538
454	0.9408230493	3909.266808
455	0.9409306373	3905.711523
456	0.9409821665	3904.007578
457	0.9410107102	3903.063385
458	0.9410603885	3901.419542
459	0.9411770617	3897.556123
460	0.941204932	3896.632686
461	0.9412994078	3893.500742
462	0.9413995765	3890.177322
463	0.941518502	3886.227896
464	0.9416284859	3882.571834
465	0.9417528338	3878.43414
466	0.9417906485	3877.174974
467	0.9418096695	3876.541453
468	0.9419536011	3871.744246
469	0.9420399807	3868.862375
470	0.9421256391	3866.002447
471	0.9422232396	3862.74122
472	0.9422572079	3861.605555
473	0.9423931217	3857.058191
474	0.9424178073	3856.231694
475	0.9425374163	3852.224554
476	0.9425791005	3850.827072
477	0.9426892943	3847.130325
478	0.942696009	3846.904946
479	0.9428503275	3841.721635
480	0.9429013892	3840.005013
481	0.9430676522	3834.410165
482	0.943172032	3830.893549
483	0.9432705999	3827.569771
484	0.9433065494	3826.356812
485	0.943309177	3826.268139
486	0.9434052782	3823.023655
487	0.9435155183	3819.29843
488	0.943645566	3814.899195
489	0.9437536257	3811.239903
490	0.9439218979	3805.534591
491	0.943968521	3803.952312
492	0.9440140495	3802.406543
493	0.9440652144	3800.668656
494	0.9440941002	3799.687161
495	0.9442904158	3793.009925
496	0.9443667108	3790.411746
497	0.9445188483	3785.225477
498	0.9445303389	3784.833479
499	0.944642274	3781.012744
500	0.9446792965	3779.74819
501	0.9447766919	3776.419489
502	0.9448264875	3774.716479
503	0.9449565986	3770.263052
504	0.9450866069	3765.807885
505	0.9451592428	3763.316475
506	0.9452664558	3759.636058
507	0.9452769137	3759.276866
508	0.9454407671	3753.64458
509	0.9455899168	3748.510361
510	0.9457535538	3742.86934
511	0.9458364822	3740.007317
512	0.9459044393	3737.660354
513	0.9459855224	3734.858139
514	0.9460790954	3731.621661
515	0.9461913372	3727.735762
516	0.9463079906	3723.692836
517	0.9464045643	3720.3425
518	0.9465812691	3714.204429
519	0.94665132	3711.768311
520	0.9466844991	3710.613904
521	0.9467855819	3707.094691
522	0.9468781683	3703.868347
523	0.9471610213	3693.99436
524	0.9472075934	3692.366064
525	0.9473197192	3688.442868
526	0.9474651795	3683.347104
527	0.9474865115	3682.599206
528	0.9476628354	3676.4115
529	0.9477432289	3673.586803
530	0.9478852606	3668.591079
531	0.94792476	3667.200547
532	0.9480428654	3663.039623
533	0.9481928373	3657.749205
534	0.948334339	3652.750557
535	0.9484143797	3649.920029
536	0.948604014	3643.205103
537	0.9486094066	3643.013972
538	0.9487874296	3636.698584
539	0.9489455284	3631.080802
540	0.9489757954	3630.004322
541	0.949017163	3628.532522
542	0.9491726129	3622.996485
543	0.949251288	3620.191404
544	0.9493337925	3617.247451
545	0.9494028497	3614.781487
546	0.9494840412	3611.880065
547	0.9496167558	3607.13241
548	0.9496906044	3604.487886
549	0.9498133055	3600.089658
550	0.9498367656	3599.248115
551	0.9498934555	3597.213771
552	0.9500171528	3592.770832
553	0.9500845416	3590.348058
554	0.95020006	3586.191115
555	0.9502632973	3583.91347
556	0.9503413141	3581.101513
557	0.9504526671	3577.084186
558	0.9504894063	3575.757742
559	0.9505728496	3572.743248
560	0.9506750331	3569.04827
561	0.9507507344	3566.308426
562	0.9508333331	3563.316544
563	0.9508776271	3561.711095
564	0.9509809835	3557.962098
565	0.9510080945	3556.978058
566	0.9510941493	3553.852752
567	0.9512187815	3549.321522
568	0.9512575779	3547.909829
569	0.9513765027	3543.57898
570	0.9514397615	3541.273147
571	0.9514836841	3539.671248
572	0.9515494004	3537.273159
573	0.9516361355	3534.105567
574	0.9516837025	3532.367203
575	0.9517959395	3528.262039
576	0.9518328788	3526.909906
577	0.9519169597	3523.830262
578	0.9520232078	3519.93484
579	0.9520724169	3518.129204
580	0.9522687885	3510.914468
581	0.9523825754	3506.727118
582	0.9524562115	3504.014649
583	0.9525140337	3501.883229
584	0.952553687	3500.420795
585	0.9526442343	3497.07907
586	0.9527096339	3494.663458
587	0.9527495217	3493.189331
588	0.9528599315	3489.105691
589	0.9529313196	3486.462767
590	0.9530138752	3483.403904
591	0.9531545165	3478.186645
592	0.9532849859	3473.33972
593	0.953340922	3471.259625
594	0.9536001972	3461.601638
595	0.9536315673	3460.431279
596	0.9537415248	3456.325832
597	0.9537540844	3455.856587
598	0.9537878788	3454.593666
599	0.9538578883	3451.975887
600	0.953915125	3449.834235
601	0.9540365613	3445.285979
602	0.954234091	3437.874881
603	0.9542910958	3435.73315
604	0.9542978562	3435.479069
605	0.9544355241	3430.300843
606	0.9544442073	3429.973974
607	0.9546081632	3423.796148
608	0.9547033285	3420.205222
609	0.9547781732	3417.378411
610	0.9549229901	3411.902175
611	0.9550058141	3408.766236
612	0.9551646472	3402.74431
613	0.9552808227	3398.332925
614	0.9554213996	3392.987307
615	0.9554776251	3390.8469
616	0.9555616908	3387.644147
617	0.9557393579	3380.865358
618	0.9557504832	3380.440427
619	0.9557617226	3380.011083
620	0.9559286556	3373.627823
621	0.9560273576	3369.847924
622	0.9560870534	3367.559751
623	0.956096781	3367.186739
624	0.9562615761	3360.861263
625	0.9563312217	3358.184413
626	0.9564587607	3353.27687
627	0.9564944031	3351.904113
628	0.9565318228	3350.462296
629	0.9567708131	3341.23909
630	0.9568058722	3339.883935
631	0.9569232145	3335.344243
632	0.95699663	3332.500829
633	0.957066335	3329.798876
634	0.9572254872	3323.621474
635	0.9572975585	3320.82029
636	0.9574098609	3316.450731
637	0.9574301121	3315.662168
638	0.9575300979	3311.766057
639	0.9576655407	3306.480981
640	0.9578004951	3301.206552
641	0.9579641243	3294.800097
642	0.9580340503	3292.058532
643	0.9581920022	3285.85735
644	0.9582015852	3285.480744
645	0.9582119008	3285.0753
646	0.9582930312	3281.884812
647	0.9584369471	3276.217612
648	0.9585086564	3273.390141
649	0.9586037911	3269.635238
650	0.9586779847	3266.703873
651	0.9587641226	3263.29729
652	0.9589360709	3256.486418
653	0.9589854943	3254.526119
654	0.9590265062	3252.898553
655	0.959104486	3249.801659
656	0.9592041382	3245.839763
657	0.9593138508	3241.472295
658	0.9593649204	3239.437294
659	0.9594224452	3237.14354
660	0.9595445708	3232.26848
661	0.9596068737	3229.778614
662	0.9596795095	3226.873376
663	0.959738274	3224.521039
664	0.9598588569	3219.688736
665	0.9599204487	3217.217673
666	0.9600249939	3213.018972
667	0.9600336976	3212.669169
668	0.9600391456	3212.450193
669	0.9601030511	3209.880487
670	0.9601914467	3206.322614
671	0.9602043687	3205.802179
672	0.9602161226	3205.328718
673	0.9602572341	3203.672143
674	0.9603801237	3198.715229
675	0.9604120295	3197.427011
676	0.9606027778	3189.714566
677	0.9606611512	3187.350648
678	0.9607221617	3184.878062
679	0.9607972488	3181.832354
680	0.9608180005	3180.990101
681	0.960952383	3175.530496
682	0.9610387581	3172.016344
683	0.9610775859	3170.435374
684	0.9611534929	3167.342352
685	0.9612325003	3164.119787
686	0.9613444375	3159.54845
687	0.9613988074	3157.325677
688	0.9614049671	3157.073758
689	0.9615959532	3149.25274
690	0.9616914303	3145.335591
691	0.9617282495	3143.823702
692	0.9618088932	3140.509725
693	0.9618628184	3138.29177
694	0.961916964	3136.063168
695	0.9619366198	3135.253757
696	0.9619983458	3132.710564
697	0.9620708157	3129.722068
698	0.962153101	3126.325342
699	0.9622242251	3123.386375
700	0.9622361172	3122.894703
701	0.9623421916	3118.505695
702	0.9624794028	3112.819166
703	0.9625152196	3111.333075
704	0.9625590149	3109.514984
705	0.9625884913	3108.290718
706	0.9626670092	3105.027221
707	0.9627466104	3101.715194
708	0.9627950635	3099.697437
709	0.9628014165	3099.432778
710	0.9628376215	3097.924087
711	0.9628832839	3096.020254
712	0.9629286155	3094.129052
713	0.9629540263	3093.068423
714	0.9630152529	3090.511379
715	0.9630658374	3088.397191
716	0.9630828528	3087.685703
717	0.9631400949	3085.290962
718	0.9632331032	3081.395956
719	0.9632658251	3080.024459
720	0.9633945001	3074.625266
721	0.9634017192	3074.32207
722	0.9634792554	3071.063752
723	0.9635910106	3066.361353
724	0.9636725483	3062.92588
725	0.9637290774	3060.541847
726	0.9637655266	3059.003667
727	0.9637864986	3058.118286
728	0.9638789328	3054.2129
729	0.9639005358	3053.299442
730	0.9639261177	3052.21739
731	0.9640196863	3048.256392
732	0.9640494454	3046.995535
733	0.964070564	3046.100446
734	0.9641202859	3043.992006
735	0.9642390665	3038.949225
736	0.964261135	3038.011397
737	0.964410735	3031.646292
738	0.9644549964	3029.760517
739	0.9645214315	3026.927821
740	0.9645494446	3025.732583
741	0.9646606742	3020.982088
742	0.9647168697	3018.579198
743	0.9647726802	3016.190875
744	0.9647790048	3015.920104
745	0.9648121696	3014.499843
746	0.9648283486	3013.806746
747	0.9648909939	3011.121558
748	0.9649445938	3008.822185
749	0.9650788783	3003.053803
750	0.9651032998	3002.00355
751	0.965187322	2998.387351
752	0.9652011098	2997.793524
753	0.9652811757	2994.342853
754	0.9653621534	2990.848831
755	0.965403183	2989.076931
756	0.965410778	2988.74882
757	0.9654190306	2988.392257
758	0.9654779695	2985.844501
759	0.9655179881	2984.113374
760	0.9656233988	2979.548701
761	0.965671964	2977.443294
762	0.9657026407	2976.112625
763	0.9657711337	2973.139442
764	0.9658406696	2970.117941
765	0.9659347912	2966.023232
766	0.9659799446	2964.05685
767	0.9660232643	2962.169095
768	0.9660772311	2959.815685
769	0.9661309536	2957.471068
770	0.9661994339	2954.479683
771	0.9662536377	2952.109777
772	0.9663061796	2949.810714
773	0.9664211724	2944.772746
774	0.9664826423	2942.076139
775	0.9665073083	2940.993378
776	0.9665686087	2938.300749
777	0.9666162044	2936.2084
778	0.9666571295	2934.408106
779	0.9667397721	2930.769282
780	0.9668326532	2926.67425
781	0.9668522067	2925.811426
782	0.9668959283	2923.881231
783	0.9669396822	2921.948335
784	0.9670312236	2917.900208
785	0.9670761248	2915.91254
786	0.9671616125	2912.124461
787	0.9672430445	2908.511504
788	0.9672790324	2906.913371
789	0.9673240109	2904.914752
790	0.9674019095	2901.450069
791	0.9674635416	2898.705932
792	0.9675477233	2894.95359
793	0.9676163615	2891.890484
794	0.9677404298	2886.345456
795	0.9677628977	2885.340149
796	0.9677660161	2885.200595
797	0.9678837819	2879.925278
798	0.9678850743	2879.867332
799	0.9680132705	2874.113663
800	0.9680663149	2871.729566
801	0.9681174752	2869.428275
802	0.9681715714	2866.992914
803	0.9681900094	2866.162379
804	0.9682294981	2864.382806
805	0.9683819237	2857.50331
806	0.9684239885	2855.601861
807	0.9684675822	2853.629967
808	0.9685779841	2848.629993
809	0.9686422492	2845.715458
810	0.9687019739	2843.004156
811	0.9687536142	2840.657777
812	0.9687935699	2838.840977
813	0.9688942566	2834.257554
814	0.9689750492	2830.57438
815	0.9691446358	2822.827626
816	0.9692059587	2820.021144
817	0.9692593463	2817.575546
818	0.9693151654	2815.016301
819	0.969379458	2812.065661
820	0.9694145431	2810.454163
821	0.969416188	2810.378589
822	0.9695051443	2806.288468
823	0.9695278244	2805.244706
824	0.9695516511	2804.147761
825	0.9696028723	2801.788154
826	0.9696171187	2801.131508
827	0.9696256757	2800.737029
828	0.9697182973	2796.463571
829	0.9697889322	2793.200159
830	0.9698219434	2791.6737
831	0.9699336986	2786.499847
832	0.9700710698	2780.126885
833	0.9701405768	2776.896722
834	0.9701573629	2776.116065
835	0.9702139469	2773.482948
836	0.9703247598	2768.319054
837	0.9703525825	2767.020999
838	0.9704281227	2763.493633
839	0.9704724394	2761.422159
840	0.9705532617	2757.640308
841	0.9706503584	2753.090081
842	0.9707011721	2750.705806
843	0.9707756359	2747.208081
844	0.9708093575	2745.622642
845	0.9709217243	2740.333033
846	0.9709675518	2738.172788
847	0.9710464005	2734.451986
848	0.9710833908	2732.704699
849	0.9711004744	2731.897353
850	0.9711284704	2730.573789
851	0.9711837957	2727.95629
852	0.9712553014	2724.569558
853	0.9712800324	2723.397244
854	0.9713119635	2721.882875
855	0.97136435	2719.396559
856	0.9714108916	2717.185738
857	0.9714508035	2715.288405
858	0.9714853052	2713.647198
859	0.9715842759	2708.933752
860	0.9716859265	2704.08412
861	0.9717344686	2701.765164
862	0.9717950033	2698.870506
863	0.9718443615	2696.507983
864	0.9718726303	2695.153974
865	0.9719036045	2693.669596
866	0.9719095726	2693.383494
867	0.9719466752	2691.604156
868	0.971997273	2689.175732
869	0.9720174282	2688.207781
870	0.9720589418	2686.212995
871	0.9720796891	2685.215501
872	0.9720829325	2685.059532
873	0.97209694	2684.385826
874	0.9721373519	2682.44123
875	0.9721649493	2681.112449
876	0.9721665068	2681.037435
877	0.9722037551	2679.242878
878	0.9722256378	2678.18805
879	0.9722357137	2677.702212
880	0.9722891574	2675.123807
881	0.9723128749	2673.978751
882	0.9723715561	2671.143582
883	0.9724270415	2668.460043
884	0.9724689522	2666.431251
885	0.9725590443	2662.064883
886	0.9725993782	2660.107757
887	0.972627124	2658.760607
888	0.9727087413	2654.793852
889	0.9727110928	2654.679479
890	0.9727305545	2653.732688
891	0.9728102916	2649.850032
892	0.9728490181	2647.962257
893	0.9728997208	2645.488653
894	0.9729571773	2642.682759
895	0.9729693792	2642.086493
896	0.9729715745	2641.979199
897	0.973011004	2640.051416
898	0.9730616425	2637.573535
899	0.9731222103	2634.606728
900	0.9732379806	2628.9266
901	0.9732862647	2626.553975
902	0.9733318256	2624.313193
903	0.9734118812	2620.371251
904	0.973429795	2619.488362
905	0.9734704059	2617.485736
906	0.9734904273	2616.497862
907	0.9735232301	2614.87854
908	0.9735401114	2614.044801
909	0.9736083208	2610.673328
910	0.9736523286	2608.495789
911	0.9737259228	2604.850218
912	0.9737277815	2604.758081
913	0.9737523735	2603.538711
914	0.9737947651	2601.435422
915	0.9738277114	2599.79959
916	0.9738414637	2599.116464
917	0.9738808865	2597.157198
918	0.9739659805	2592.92308
919	0.9739682433	2592.810391
920	0.9740444879	2589.010556
921	0.9741055811	2585.961798
922	0.974112057	2585.63842
923	0.9742220305	2580.140601
924	0.9742366832	2579.4072
925	0.9742887508	2576.79939
926	0.9742913702	2576.668131
927	0.9743254091	2574.961778
928	0.9743437049	2574.04415
929	0.9744176969	2570.329736
930	0.9744835939	2567.017166
931	0.9745281413	2564.775397
932	0.9745878339	2561.768391
933	0.9745905761	2561.630173
934	0.9746316397	2559.559435
935	0.9746811763	2557.059199
936	0.97469419	2556.40196
937	0.9746962288	2556.298979
